model,regime,feature,group,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
qwen25vl,few_shot,criterion_type,definition_theory,126,126,1.0,0.5336290194836052,0.34823264142184496,0.10006987035168069,0.6190476190476191,0.8339283589952484,-0.12301587301587301,0.5409859681494714,0.5207132622207735,0.2698412698412698,0.9047619047619048,0.21633597883597883,0.2838881511499127,0.0
qwen25vl,few_shot,criterion_type,numerical,48,48,1.0,0.6871378910776362,0.4470493128536782,0.13829787234042545,0.59375,0.8385254915624212,-0.3020833333333333,0.7357050194549977,0.49388939836611007,0.4375,0.9375,0.15798611111111108,0.22080712632756452,0.0
qwen25vl,few_shot,criterion_type,structure_clarity,34,34,1.0,0.5208159786125264,0.3103524717357571,0.10873786407766983,0.5382352927151848,0.6541721278258394,-0.09117646918577309,0.528425933197066,0.4810760264703555,0.20588235294117646,0.9705882352941176,0.32205882282818066,0.39491249846179943,0.0
qwen25vl,full,handwriting_density_grp,high,102,102,1.0,0.6535795149506314,0.5680493293406808,0.41907925961082104,0.4686274505129047,0.8274695656472502,0.13921568674199722,0.6600600186439828,0.6326876674972565,0.5294117647058824,0.9411764705882353,0.16683006512573342,0.29746111577530004,0.0
qwen25vl,full,handwriting_density_grp,low,96,96,1.0,0.7948398299236437,0.6978624819687896,0.5490096495683088,0.375,0.7071067811865476,0.21875,0.8108400451591734,0.8570800571247341,0.6145833333333334,0.96875,0.12005208333333332,0.22667362376986644,0.0
qwen25vl,full,handwriting_density_grp,mid,93,93,1.0,0.6574585635359116,0.5808532131478747,0.40764331210191085,0.6236559139784946,1.0826093527919884,0.08602150537634409,0.6591524585504287,0.646144422396948,0.4946236559139785,0.9032258064516129,0.18799283154121865,0.30478560535723287,0.0
qwen25vl,full,answer_length_grp,high,99,99,1.0,0.5782114244268131,0.5182103610675038,0.3920412675018423,0.56363636315471,0.9657780658299714,0.14343434391599713,0.5837192936744293,0.5441643636998895,0.494949494949495,0.9090909090909091,0.18804713780631122,0.32087405170031397,0.0
qwen25vl,full,answer_length_grp,low,97,97,1.0,0.8654090935152801,0.7472173144876325,0.6106435323060986,0.30412371134020616,0.5584403908234905,0.08762886597938144,0.8683545331228094,0.8930065176385237,0.6804123711340206,0.9896907216494846,0.10206185567010308,0.2028999380968981,0.0
qwen25vl,full,answer_length_grp,mid,95,95,1.0,0.6288680076071986,0.568650299353076,0.3824878919194493,0.5947368421052631,1.0475535409002403,0.21578947368421053,0.6389396051677834,0.6437843333781263,0.4631578947368421,0.9157894736842105,0.18429824561403507,0.2975447777005036,0.0
qwen25vl,full,subject,data_mining,32,32,1.0,0.8815276695245519,0.7639046538024972,0.5622435020519836,0.40625,0.770551750371122,-0.15625,0.8869148010776999,0.8864042851431869,0.6875,0.90625,0.1015625,0.1926379375927805,0.0
qwen25vl,full,subject,databases,64,64,1.0,0.6963466185137086,0.5159219474988876,0.32469098583056977,0.37187499925494194,0.535315327216553,-0.09062499925494194,0.7378395515035281,0.710442448328398,0.453125,1.0,0.15598958296080428,0.23321239401364294,0.0
qwen25vl,full,subject,environment,18,18,1.0,0.07272727272727253,0.423076923076923,0.7777777777777778,0.1388888888888889,0.485912657903775,0.1388888888888889,0.16695677422593647,0.7856742013183862,0.8888888888888888,0.9444444444444444,0.06944444444444445,0.2429563289518875,0.0
qwen25vl,full,subject,image_processing,28,28,1.0,0.14712643678160942,0.1746724890829694,0.3194444444444444,0.48214285714285715,0.6879057244377936,0.19642857142857142,0.2445385702847834,0.2477168471534312,0.5,1.0,0.1392857142857143,0.20221982381274378,0.0
qwen25vl,full,subject,machine_learning,36,36,1.0,0.12337662337662336,0.09677419354838712,0.011560693641618602,0.3888888888888889,0.6454972243679028,0.25,0.1627353030469806,0.20536713770247128,0.4722222222222222,0.9444444444444444,0.15555555555555556,0.2581988897471611,0.0
qwen25vl,full,subject,networking,45,45,1.0,0.812792511700468,0.7086031452358927,0.5962732919254659,0.3111111111111111,0.5962847939999439,-0.08888888888888889,0.823756855501501,0.8365986011661245,0.7111111111111111,0.9777777777777777,0.14444444444444443,0.31180478223116176,0.0
qwen25vl,full,subject,other,40,40,1.0,0.2692307692307693,0.17391304347826086,0.11627906976744184,0.475,0.689202437604511,0.225,0.2960684541064695,0.27942576382739337,0.525,1.0,0.11875,0.17230060940112776,0.0
qwen25vl,full,subject,programming,20,20,1.0,0.11927621861152138,0.05405405405405406,-0.006711409395973034,1.925,2.441823089414956,1.625,0.23253127281477623,0.2327780729825638,0.25,0.45,0.48125,0.610455772353739,0.0
qwen25vl,full,criterion_scale_grp,large_scale,151,151,1.0,0.6545140135281503,0.5509210623659095,0.3360501903587323,0.6655629139072847,1.1016243275002586,0.2152317880794702,0.6637965266744088,0.6494060789260417,0.45695364238410596,0.9072847682119205,0.17301324503311258,0.2800427343085324,0.0
qwen25vl,full,criterion_scale_grp,small_scale,140,140,1.0,0.7354929870490127,0.65,0.5539128218200358,0.29499999965940205,0.55799385538981,0.0764285717691694,0.7391903433020777,0.7358307815400094,0.6428571428571429,0.9714285714285714,0.14214285697255816,0.2771667882707791,0.0
qwen25vl,full,criterion_type,application,74,74,1.0,0.473847662634848,0.5210052037060541,0.49614162505674075,0.6891891891891891,1.3279734611480434,0.3783783783783784,0.4952503206253665,0.5240922120959159,0.5945945945945946,0.8513513513513513,0.21452702702702703,0.37919945903143076,0.0
qwen25vl,full,criterion_type,definition_theory,126,126,1.0,0.699219310288302,0.5652203621455414,0.44467180859436495,0.4007936507936508,0.6799276338711255,0.08333333333333333,0.7031105101574324,0.6636844526912208,0.5555555555555556,0.9523809523809523,0.13518518518518516,0.24133118476637191,0.0
qwen25vl,full,criterion_type,numerical,48,48,1.0,0.8334131163235998,0.601181683899557,0.2548512289780078,0.46875,0.673145600891813,0.17708333333333334,0.8432247844555436,0.6270928720367175,0.5,1.0,0.12326388888888888,0.17636701526667076,0.0
qwen25vl,full,criterion_type,structure_clarity,34,34,1.0,0.6996394579908753,0.5543212619417908,0.3846153846153846,0.34705882212694955,0.5514686266845524,0.0058823543436387,0.7001600999330579,0.6852704853467976,0.5294117647058824,0.9705882352941176,0.16764705812229833,0.28439822912741064,0.0
qwen25vl,lora,handwriting_density_grp,high,102,102,1.0,0.5667513793082926,0.5250626124378285,0.4092896820706773,0.517647058356042,0.916301174499561,0.03137254948709525,0.5670475164891026,0.5487484715804279,0.5196078431372549,0.9117647058823529,0.20571895401462229,0.3583466327192105,0.0
qwen25vl,lora,handwriting_density_grp,low,96,96,1.0,0.9061244172962546,0.7996816245751409,0.6398913465269693,0.2526041666666667,0.4874732898665663,0.10677083333333333,0.9108961002141972,0.9215123674093345,0.6979166666666666,0.9895833333333334,0.08836805555555556,0.17972699847680504,0.0
qwen25vl,lora,handwriting_density_grp,mid,93,93,1.0,0.6786997389483842,0.6385017079586949,0.5384615384615384,0.532258064516129,1.0382470752413955,-0.10215053763440861,0.6816694367381035,0.6729598511998315,0.6129032258064516,0.9139784946236559,0.1539426523297491,0.2834598073194706,0.0
qwen25vl,lora,answer_length_grp,high,99,99,1.0,0.45078949857894357,0.46236734413740443,0.38964241676942046,0.6393939389122857,1.107321821057894,-0.06363636315470994,0.45160882236738353,0.4504768050415124,0.494949494949495,0.8787878787878788,0.22760942736860076,0.37944522062173985,0.0
qwen25vl,lora,answer_length_grp,low,97,97,1.0,0.8929716392364923,0.7985439603385516,0.694006309148265,0.23969072164948454,0.49546916223075826,0.07474226804123711,0.8953670454346339,0.9166250967157528,0.7525773195876289,0.9896907216494846,0.0792955326460481,0.1763286171164621,0.0
qwen25vl,lora,answer_length_grp,mid,95,95,1.0,0.761481130023921,0.6850915720560206,0.5033328976604365,0.42105263157894735,0.8175702126616275,0.031578947368421054,0.76217248563016,0.7337609271078809,0.5789473684210527,0.9473684210526315,0.14271929824561402,0.25958947572356,0.0
qwen25vl,lora,subject,data_mining,32,32,1.0,0.8899082568807339,0.7857142857142857,0.611336032388664,0.375,0.75,0.0625,0.8928522946444036,0.906819607259346,0.71875,0.90625,0.09375,0.1875,0.0
qwen25vl,lora,subject,databases,64,64,1.0,0.7905079925546618,0.6313071116408423,0.43020667726550077,0.31718749925494194,0.5060570608221044,-0.16093749925494194,0.8077982116530287,0.8026333150173309,0.5625,1.0,0.12994791629413763,0.21246935983487938,0.0
qwen25vl,lora,subject,environment,18,18,1.0,0.26952526799387444,0.48734177215189867,0.7857142857142857,0.125,0.4289845892077917,0.125,0.5919654517517854,0.9749960430435691,0.8888888888888888,0.9444444444444444,0.0625,0.21449229460389585,0.0
qwen25vl,lora,subject,image_processing,28,28,1.0,0.5014534883720931,0.4851138353765324,0.5278246205733558,0.375,0.6614378277661477,0.16071428571428573,0.517877346387097,0.4333890276618837,0.6428571428571429,0.9642857142857143,0.1125,0.19662328012144006,0.0
qwen25vl,lora,subject,machine_learning,36,36,1.0,0.2063227953410981,0.1336898395721926,-0.005586592178770999,0.375,0.6066758241067098,0.20833333333333334,0.25654354903975074,0.23479835885466296,0.4444444444444444,0.9722222222222222,0.15,0.24267032964268395,0.0
qwen25vl,lora,subject,networking,45,45,1.0,0.7799511002444988,0.6779964221824686,0.5714285714285714,0.35555555555555557,0.6666666666666666,-0.13333333333333333,0.7889545640627813,0.7840465621684872,0.6888888888888889,0.9555555555555556,0.2111111111111111,0.4116363011742823,0.0
qwen25vl,lora,subject,other,40,40,1.0,0.29978118161925604,0.23444976076555024,0.19698870765370124,0.4,0.6324555320336759,0.05,0.30928660042720624,0.30621215785969247,0.6,1.0,0.1,0.15811388300841897,0.0
qwen25vl,lora,subject,programming,20,20,1.0,0.09110350727117189,0.12398921832884102,0.22261484098939932,1.625,2.3048861143232218,0.125,0.09173394588917115,0.19760290745864245,0.45,0.5,0.40625,0.5762215285808054,0.0
qwen25vl,lora,criterion_scale_grp,large_scale,151,151,1.0,0.6928794801006573,0.6210734529995277,0.4698801894678184,0.5629139072847682,1.0500709531372232,-0.026490066225165563,0.6930217842075397,0.6811091205477919,0.5827814569536424,0.9006622516556292,0.14707505518763797,0.26812943866596045,0.0
qwen25vl,lora,criterion_scale_grp,small_scale,140,140,1.0,0.7543841780900219,0.6526604288452467,0.5352772715438687,0.2967857139451163,0.5490413718714391,0.05678571462631225,0.7568248378452538,0.7629566730233146,0.6357142857142857,0.9785714285714285,0.15410714268684386,0.3025560748608254,0.0
qwen25vl,lora,criterion_type,application,74,74,1.0,0.47151081375447323,0.5813224267211997,0.6289398280802292,0.5608108108108109,1.2452612881141354,0.02027027027027027,0.4723805693557565,0.47800089534201956,0.7162162162162162,0.8648648648648649,0.17736486486486486,0.3655914312379252,0.0
qwen25vl,lora,criterion_type,definition_theory,126,126,1.0,0.7368416278510752,0.6209362399193549,0.5039370078740157,0.37896825396825395,0.6759032756950051,0.05357142857142857,0.7402765055187878,0.6623282364204989,0.5952380952380952,0.9444444444444444,0.13207671957671957,0.24221680676922788,0.0
qwen25vl,lora,criterion_type,numerical,48,48,1.0,0.842051282051282,0.6359393232205368,0.3539703903095558,0.40625,0.6332785063987777,0.03125,0.8431820483482299,0.6487408748613837,0.5833333333333334,1.0,0.10763888888888888,0.16839382851364085,0.0
qwen25vl,lora,criterion_type,structure_clarity,34,34,1.0,0.6292700115498306,0.4341534008683069,0.2327790973871734,0.4058823515387142,0.5724046266231518,-0.052941175068126005,0.6348464536957905,0.6293162365128746,0.4411764705882353,1.0,0.23088235223994535,0.36991652400660985,0.0
qwen25vl,zero_shot,handwriting_density_grp,high,102,102,1.0,0.6001884685421858,0.45766125237620225,0.2190255220417633,0.5539215681599636,0.8291857568285593,0.20098039262435016,0.6226078270034363,0.5435966243801152,0.35294117647058826,0.8921568627450981,0.21405228734795562,0.2913139789857926,0.0
qwen25vl,zero_shot,handwriting_density_grp,low,96,96,1.0,0.6535750251762336,0.4674278348142351,0.16204933586337766,0.6276041666666666,0.8694017339527222,0.12239583333333333,0.6627427283678399,0.7281325441805141,0.28125,0.90625,0.23368055555555559,0.30651443609891693,0.0
qwen25vl,zero_shot,handwriting_density_grp,mid,93,93,1.0,0.5399810004258525,0.3768776001751697,0.0829393489126029,0.8225806451612904,1.103513450522408,0.2956989247311828,0.6015815766385935,0.6071893614991447,0.21505376344086022,0.8602150537634409,0.25322580645161286,0.321245894497008,0.0
qwen25vl,zero_shot,answer_length_grp,high,99,99,1.0,0.4816297247290715,0.34667279411764695,0.12484863162993454,0.7252525247708715,1.0042334629934697,0.37575757623922945,0.5341556428639107,0.49718212235764797,0.26262626262626265,0.8585858585858586,0.24057239033156375,0.3115121872430165,0.0
qwen25vl,zero_shot,answer_length_grp,low,97,97,1.0,0.720339233086305,0.5220775145143575,0.17827332751962133,0.5664948453608247,0.785516443159675,0.041752577319587626,0.7222369197563179,0.7713351373658784,0.29896907216494845,0.9278350515463918,0.21692439862542956,0.28518823791030123,0.0
qwen25vl,zero_shot,answer_length_grp,mid,95,95,1.0,0.5392358180375163,0.40993788819875776,0.16895156025590807,0.7,1.006557447310804,0.19473684210526315,0.5833277647404418,0.6121430107157251,0.29473684210526313,0.8736842105263158,0.2416666666666666,0.32080057932601436,0.0
qwen25vl,zero_shot,subject,data_mining,32,32,1.0,0.564625850340136,0.3924050632911392,0.16190476190476188,0.9375,1.224744871391589,0.375,0.6537414938344195,0.6898624399821774,0.3125,0.78125,0.234375,0.30618621784789724,0.0
qwen25vl,zero_shot,subject,databases,64,64,1.0,0.5080328173061243,0.29538131041890436,0.09886159376872383,0.5124999992549419,0.6535958227780875,0.03437500074505806,0.5574571024491513,0.6900800155962478,0.265625,0.953125,0.21328124962747097,0.273869202660721,0.0
qwen25vl,zero_shot,subject,environment,18,18,1.0,0.05005440696409147,0.02346041055718462,0.040752351097178674,0.5138888888888888,0.5803495115493383,-0.3472222222222222,0.16839539436936432,0.7028634960055147,0.05555555555555555,0.9444444444444444,0.2569444444444444,0.29017475577466917,0.0
qwen25vl,zero_shot,subject,image_processing,28,28,1.0,0.051465798045602695,0.08496732026143783,0.10399999999999987,0.7142857142857143,0.9636241116594315,0.5714285714285714,0.08405620534754313,0.046073361677463245,0.2857142857142857,0.8571428571428571,0.19999999999999998,0.25495097567963926,0.0
qwen25vl,zero_shot,subject,machine_learning,36,36,1.0,0.07032967032967052,0.005347593582887722,-0.008968609865470878,0.4305555555555556,0.5713045500334204,-0.09722222222222222,0.11988971472204898,-0.042230578543696995,0.3055555555555556,0.9444444444444444,0.17222222222222222,0.22852182001336813,0.0
qwen25vl,zero_shot,subject,networking,45,45,1.0,0.808564150517525,0.6024184683034077,0.23519736842105254,0.4822222222222222,0.6631574306134086,0.2511111111111111,0.832016233818166,0.8260330298675684,0.3111111111111111,0.9333333333333333,0.3044444444444444,0.38485206392990945,0.0
qwen25vl,zero_shot,subject,other,40,40,1.0,-0.11570247933884303,-0.05504587155963292,-0.01941747572815533,0.575,0.8215838362577492,0.125,-0.12086944024924487,-0.10852276298553046,0.475,0.95,0.14375,0.2053959590644373,0.0
qwen25vl,zero_shot,subject,programming,20,20,1.0,0.033830275229357776,0.0240452616690241,0.025787965616045794,1.725,2.0524375751773793,1.025,0.11578848593410934,0.103520521560476,0.15,0.45,0.43125,0.5131093937943448,0.0
qwen25vl,zero_shot,criterion_scale_grp,large_scale,151,151,1.0,0.5085506635036242,0.3357659312692768,0.10583454281567484,0.8642384105960265,1.1799932652181813,0.38079470198675497,0.5702085144970584,0.5469340232457499,0.32450331125827814,0.8344370860927153,0.2254415011037528,0.3030724747396443,0.0
qwen25vl,zero_shot,criterion_scale_grp,small_scale,140,140,1.0,0.6197015968852979,0.3835866346707083,0.0868254261276229,0.44821428537368774,0.5712923943092899,0.01607142891202654,0.6693827294369505,0.6746064265852183,0.24285714285714285,0.9428571428571428,0.24124999982970102,0.30941332726915216,0.0
qwen25vl,zero_shot,criterion_type,application,74,74,1.0,0.3251679880541828,0.2963631315935592,0.15220949263502448,0.9256756756756757,1.3164756390105015,0.5067567567567568,0.3846673860592263,0.3436785082199398,0.24324324324324326,0.7432432432432432,0.31925675675675674,0.4050462936504913,0.0
qwen25vl,zero_shot,criterion_type,definition_theory,126,126,1.0,0.5012675298404403,0.3049478290138,0.09787568843430372,0.5853174603174603,0.7782382423813172,0.00992063492063492,0.5285619666836714,0.4941835788434113,0.2777777777777778,0.9206349206349206,0.20218253968253963,0.2611163879912584,0.0
qwen25vl,zero_shot,criterion_type,numerical,48,48,1.0,0.7095343680709534,0.4380952380952381,0.08900523560209417,0.6145833333333334,0.8260094833999587,0.15625,0.7240782707558044,0.4249163162730528,0.3958333333333333,0.9583333333333334,0.16493055555555555,0.2201509372798244,0.0
qwen25vl,zero_shot,criterion_type,structure_clarity,34,34,1.0,0.6326808545236497,0.3831928838951312,0.06517311608961307,0.4558823515387142,0.5591485115620466,0.22058823669657987,0.6869780752557962,0.6444805550699997,0.20588235294117646,0.9705882352941176,0.2735294110634748,0.33055212247387494,0.0
